place,url,scrape_time,lat,long,day_of_week,hour_of_day,popularity_percent_normal,popularity_percent_current
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,5,,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,6,2,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,7,5,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,8,9,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,9,14,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,10,21,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,11,27,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,12,32,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,13,33,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,14,33,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,15,34,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,16,43,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,17,59,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,18,62,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,19,49,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,20,48,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,21,30,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Monday,22,,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,5,,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,6,3,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,7,5,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,8,8,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,9,13,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,10,17,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,11,22,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,12,25,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,13,28,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,14,29,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,15,34,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,16,45,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,17,59,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,18,60,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,19,48,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,20,40,
ChIJBUuIDAgKkEcR6dqDd_VHtbA,ChIJBUuIDAgKkEcR6dqDd_VHtbA,20200404_200509,47.376452799999996,8.542366699999999,Tuesday,21,22,
